"Instance","10","20","50","100","200"
"N-be75eec_150",1.30853432899931,1.47291224257988,2.47365072291827,2.23562576159374,2.0883029538065
"N-be75np_150",1.090569496085,1.2119328299178,1.53628390127294,1.59971844041077,1.55462709035345
"N-be75oi_150",0.527879836227718,0.650335138484439,1.16575133071656,1.45815732145607,1.38747065479534
"N-be75tot_150",2.18740567300311,2.15019775455258,3.54585277790234,3.44409253899039,3.42520374224418
"N-stabu1_150",1.14760346235324,1.2708416500564,2.25139199341246,1.98283428358414,2.09139794667932
"N-stabu2_150",0.480527265156308,0.623426068124647,1.40202119542336,1.40202119542336,1.21718168621512
"N-stabu3_150",1.76293026519556,1.6165367275291,2.53484966560949,2.45519011982188,2.45410375251222
"N-t59b11xx_150",1.66026145606643,2.02913984967048,3.90640675402448,3.77598740565819,3.69094472997793
"N-t59d11xx_150",1.46954564068977,1.43467854244591,3.16579578682393,3.28454902143096,3.03022430482868
"N-t59f11xx_150",1.41164307558367,1.36033886688955,2.63121925877078,2.64359186465535,2.70390022108745
"N-t59n11xx_150",1.16660396287936,1.46726862302483,2.3115751191372,2.17268623024831,2.22128166541259
"N-t65b11xx_150",1.37039428953571,1.73234956698621,2.79424515900311,2.9197209225645,2.77027491866853
"N-t65d11xx_150",1.73632972564911,1.57674989260671,2.86243516015719,2.95545784100286,2.85271427596129
"N-t65f11xx_150",1.9142057514799,1.59090894703491,2.4560618309095,2.72273263347942,2.42855596415185
"N-t65l11xx_150",1.13695559519487,0.979099906865144,1.963330123601,1.7604855640973,1.71628597136498
"N-t65n11xx_150",1.24216271768716,1.58316280302796,2.99491768243414,2.57220831146853,2.90866899205241
"N-t69r11xx_150",1.40617918907769,1.45027516547167,3.17299565104698,3.82260158332221,3.36716808267776
"N-t70b11xx_150",1.79898289964922,1.42728031023209,3.19938502548245,3.12122786760841,3.0743543042256
"N-t70d11xn_150",1.9419595762991,2.45995508782868,3.33402745029439,3.28547931923435,3.18725003849688
"N-t70d11xx_150",1.9057597626761,2.23284783820615,2.91805646030937,2.92484278878905,2.805474672094
"N-t70f11xx_150",1.80066511368621,2.02514632248674,2.62519327305874,2.56307793814369,2.51869042466579
"N-t70l11xx_150",1.29056773077082,1.1550558299875,2.56488318965715,4.13196844770202,4.49066295534974
"N-t70n11xx_150",1.47642618448688,1.64198403857888,2.74714331029294,2.88593369465905,2.68106770589085
"N-t74d11xx_150",1.76866987851483,1.69533050292229,2.33869700908169,2.34436960916743,2.2698595281163
"N-t75d11xx_150",1.6483892579863,2.44175048277665,2.3826972020734,2.3645788175654,2.47831912832628
"N-t75e11xx_150",2.50078223115298,1.3362122230224,2.38550973289924,2.18799561503118,2.05983166833024
"N-t75k11xx_150",0.436755155047107,1.04002605092385,2.69908588242315,2.47788655393501,2.59185934576893
"N-t75n11xx_150",1.66330674077244,2.00069531534157,2.64162460544297,2.75986263506156,2.41082810221365
"N-tiw56n54_150",1.72541157235857,2.1447708381815,2.9191653390139,2.88718233296935,2.8119984008497
"N-tiw56n58_150",1.18756231651249,1.54795948041877,2.94125283886335,2.94125283886335,2.7311942613416
"N-tiw56n62_150",1.57690508635637,1.32305133439177,2.93400847367512,2.79521869838794,2.80695866609381
"N-tiw56n66_150",1.09403075223748,1.55644829544619,3.08997973542656,3.07066884479595,3.0705739509845
"N-tiw56n67_150",1.25465353744702,1.32515721097076,2.48456968316753,2.46842927255212,2.45582879533538
"N-tiw56n72_150",1.5644694138432,1.79912169204965,3.01588019266391,2.79571083198921,2.76113558646265
"N-tiw56r54_150",1.64716466010987,1.32812630454022,2.37958571977224,2.37958571977224,2.4594235810777
"N-tiw56r58_150",1.48454639771343,1.13467208509836,2.29033990953789,2.31379608708311,2.34225515564322
"N-tiw56r66_150",1.6452360035141,1.82346561003321,2.63263523731744,2.41241166453262,2.42802414524244
"N-tiw56r67_150",1.56320893312267,1.84380359929526,2.42162436592657,2.67245751811343,2.66613562788771
"N-tiw56r72_150",2.67016507788557,2.5120424625623,3.49576698853089,3.45897205072106,3.44795835903785
